0		0		536870912
100		0		1073741824
200		0		1610612736
300		0		2147483648
400		0		2684354560
500		0		3221225472
600		0		3758096384
700		0		4294967296
800		0		4831838208
900		0		5368709120
1000		0		536875008
1100		0		1073745920
1200		0		1610616832
1300		0		2147487744
1400		0		2684358656
1500		0		3221229568
1600		0		3758100480
1700		0		4294971392
1800		0		4831842304
1900		0		5368713216
2000		0		536879104
2100		0		1073750016
2200		0		1610620928
2300		0		2147491840
2400		0		2684362752
2500		0		3221233664
2600		0		3758104576
2700		0		4294975488
2800		0		4831846400
2900		0		5368717312
3000		0		536883200
3100		0		1073754112
3200		0		1610625024
3300		0		2147495936
3400		0		2684366848
3500		0		3221237760
3600		0		3758108672
3700		0		4294979584
3800		0		4831850496
3900		0		5368721408
4000		0		536887296
4100		0		1073758208
4200		0		1610629120
4300		0		2147500032
4400		0		2684370944
4500		0		3221241856
4600		0		3758112768
4700		0		4294983680
4800		0		4831854592
4900		0		5368725504
5000		0		536891392
5100		0		1073762304
5200		0		1610633216
5300		0		2147504128
5400		0		2684375040
5500		0		3221245952
5600		0		3758116864
5700		0		4294987776
5800		0		4831858688
5900		0		5368729600
6000		0		536895488
6100		0		1073766400
6200		0		1610637312
6300		0		2147508224
6400		0		2684379136
6500		0		3221250048
6600		0		3758120960
6700		0		4294991872
6800		0		4831862784
6900		0		5368733696
7000		0		536899584
7100		0		1073770496
7200		0		1610641408
7300		0		2147512320
7400		0		2684383232
7500		0		3221254144
7600		0		3758125056
7700		0		4294995968
7800		0		4831866880
7900		0		5368737792
8000		0		536903680
8100		0		1073774592
8200		0		1610645504
8300		0		2147516416
8400		0		2684387328
8500		0		3221258240
8600		0		3758129152
8700		0		4295000064
8800		0		4831870976
8900		0		5368741888
9000		0		536907776
9100		0		1073778688
9200		0		1610649600
9300		0		2147520512
9400		0		2684391424
9500		0		3221262336
9600		0		3758133248
9700		0		4295004160
9800		0		4831875072
9900		0		5368745984
10000		0		536911872
10100		0		1073782784
10200		0		1610653696
10300		0		2147524608
10400		0		2684395520
10500		0		3221266432
10600		0		3758137344
10700		0		4295008256
10800		0		4831879168
10900		0		5368750080
11000		0		536915968
11100		0		1073786880
11200		0		1610657792
11300		0		2147528704
11400		0		2684399616
11500		0		3221270528
11600		0		3758141440
11700		0		4295012352
11800		0		4831883264
11900		0		5368754176
12000		0		536920064
12100		0		1073790976
12200		0		1610661888
12300		0		2147532800
12400		0		2684403712
12500		0		3221274624
12600		0		3758145536
12700		0		4295016448
12800		0		4831887360
12900		0		5368758272
13000		0		536924160
13100		0		1073795072
13200		0		1610665984
13300		0		2147536896
13400		0		2684407808
13500		0		3221278720
13600		0		3758149632
13700		0		4295020544
13800		0		4831891456
13900		0		5368762368
14000		0		536928256
14100		0		1073799168
14200		0		1610670080
14300		0		2147540992
14400		0		2684411904
14500		0		3221282816
14600		0		3758153728
14700		0		4295024640
14800		0		4831895552
14900		0		5368766464
15000		0		536932352
15100		0		1073803264
15200		0		1610674176
15300		0		2147545088
15400		0		2684416000
15500		0		3221286912
15600		0		3758157824
15700		0		4295028736
15800		0		4831899648
15900		0		5368770560
16000		0		536936448
16100		0		1073807360
16200		0		1610678272
16300		0		2147549184
16400		0		2684420096
16500		0		3221291008
16600		0		3758161920
16700		0		4295032832
16800		0		4831903744
16900		0		5368774656
17000		0		536940544
17100		0		1073811456
17200		0		1610682368
17300		0		2147553280
17400		0		2684424192
17500		0		3221295104
17600		0		3758166016
17700		0		4295036928
17800		0		4831907840
17900		0		5368778752
18000		0		536944640
18100		0		1073815552
18200		0		1610686464
18300		0		2147557376
18400		0		2684428288
18500		0		3221299200
18600		0		3758170112
18700		0		4295041024
18800		0		4831911936
18900		0		5368782848
19000		0		536948736
19100		0		1073819648
19200		0		1610690560
19300		0		2147561472
19400		0		2684432384
19500		0		3221303296
19600		0		3758174208
19700		0		4295045120
19800		0		4831916032
19900		0		5368786944
20000		0		536952832
20100		0		1073823744
20200		0		1610694656
20300		0		2147565568
20400		0		2684436480
20500		0		3221307392
20600		0		3758178304
20700		0		4295049216
20800		0		4831920128
20900		0		5368791040
21000		0		536956928
21100		0		1073827840
21200		0		1610698752
21300		0		2147569664
21400		0		2684440576
21500		0		3221311488
21600		0		3758182400
