0		0		5368709120
100		0		5369757696
200		0		5370806272
300		0		5371854848
400		0		5372903424
500		0		5373952000
600		0		5375000576
700		0		5376049152
800		0		5377097728
900		0		5378146304
1000		0		5368713216
1100		0		5369761792
1200		0		5370810368
1300		0		5371858944
1400		0		5372907520
1500		0		5373956096
1600		0		5375004672
1700		0		5376053248
1800		0		5377101824
1900		0		5378150400
2000		0		5368717312
2100		0		5369765888
2200		0		5370814464
2300		0		5371863040
2400		0		5372911616
2500		0		5373960192
2600		0		5375008768
2700		0		5376057344
2800		0		5377105920
2900		0		5378154496
3000		0		5368721408
3100		0		5369769984
3200		0		5370818560
3300		0		5371867136
3400		0		5372915712
3500		0		5373964288
3600		0		5375012864
3700		0		5376061440
3800		0		5377110016
3900		0		5378158592
4000		0		5368725504
4100		0		5369774080
4200		0		5370822656
4300		0		5371871232
4400		0		5372919808
4500		0		5373968384
4600		0		5375016960
4700		0		5376065536
4800		0		5377114112
4900		0		5378162688
5000		0		5368729600
5100		0		5369778176
5200		0		5370826752
5300		0		5371875328
5400		0		5372923904
5500		0		5373972480
5600		0		5375021056
5700		0		5376069632
5800		0		5377118208
5900		0		5378166784
6000		0		5368733696
6100		0		5369782272
6200		0		5370830848
6300		0		5371879424
6400		0		5372928000
6500		0		5373976576
6600		0		5375025152
6700		0		5376073728
6800		0		5377122304
6900		0		5378170880
7000		0		5368737792
7100		0		5369786368
7200		0		5370834944
7300		0		5371883520
7400		0		5372932096
7500		0		5373980672
7600		0		5375029248
7700		0		5376077824
7800		0		5377126400
7900		0		5378174976
8000		0		5368741888
8100		0		5369790464
8200		0		5370839040
8300		0		5371887616
8400		0		5372936192
8500		0		5373984768
8600		0		5375033344
8700		0		5376081920
8800		0		5377130496
8900		0		5378179072
9000		0		5368745984
9100		0		5369794560
9200		0		5370843136
9300		0		5371891712
9400		0		5372940288
9500		0		5373988864
9600		0		5375037440
9700		0		5376086016
9800		0		5377134592
9900		0		5378183168
10000		0		5368750080
10100		0		5369798656
10200		0		5370847232
10300		0		5371895808
10400		0		5372944384
10500		0		5373992960
10600		0		5375041536
10700		0		5376090112
10800		0		5377138688
