0		0		536870912
100		0		536875008
200		0		536879104
300		0		536883200
400		0		536887296
500		0		536891392
600		0		536895488
700		0		536899584
800		0		536903680
900		0		536907776
1000		0		536911872
1100		0		536915968
1200		0		536920064
1300		0		536924160
1400		0		536928256
1500		0		536932352
1600		0		536936448
1700		0		536940544
1800		0		536944640
1900		0		536948736
2000		0		536952832
2100		0		536956928
2200		0		536961024
2300		0		536965120
2400		0		536969216
2500		0		536973312
2600		0		536977408
2700		0		536981504
2800		0		536985600
2900		0		536989696
3000		0		536993792
3100		0		536997888
3200		0		537001984
3300		0		537006080
3400		0		537010176
3500		0		537014272
3600		0		537018368
3700		0		537022464
3800		0		537026560
3900		0		537030656
4000		0		537034752
4100		0		537038848
4200		0		537042944
4300		0		537047040
4400		0		537051136
4500		0		537055232
4600		0		537059328
4700		0		537063424
4800		0		537067520
4900		0		537071616
5000		0		537075712
5100		0		537079808
5200		0		537083904
5300		0		537088000
5400		0		537092096
5500		0		537096192
5600		0		537100288
5700		0		537104384
5800		0		537108480
5900		0		537112576
6000		0		537116672
6100		0		537120768
6200		0		537124864
6300		0		537128960
6400		0		537133056
6500		0		537137152
6600		0		537141248
6700		0		537145344
6800		0		537149440
6900		0		537153536
7000		0		537157632
7100		0		537161728
7200		0		537165824
7300		0		537169920
7400		0		537174016
7500		0		537178112
7600		0		537182208
7700		0		537186304
7800		0		537190400
7900		0		537194496
8000		0		537198592
8100		0		537202688
8200		0		537206784
8300		0		537210880
8400		0		537214976
8500		0		537219072
8600		0		537223168
8700		0		537227264
8800		0		537231360
8900		0		537235456
9000		0		537239552
9100		0		537243648
9200		0		537247744
9300		0		537251840
9400		0		537255936
9500		0		537260032
9600		0		537264128
9700		0		537268224
9800		0		537272320
9900		0		537276416
